,Step,Beta,KL,Word,Topo,Assm,PNorm,GNorm
0,100.0,0.0,102.17499183654785,30.508222866803408,85.88275116682053,54.29872230382557,109.47508627395244,7.001825044706538
1,200.0,0.0,153.1272134399414,48.37171357870102,92.42212235927582,62.34311958391843,114.98684810618994,9.333889485861693
2,300.0,0.0,136.34566913604738,49.68402200937271,92.79183596372604,58.0342764138063,120.96348206529768,5.6804890584965
3,400.0,0.0,207.26618087768554,60.569183737039566,94.09477072954178,60.430888639906186,125.1220705483287,50.000001619198436
4,500.0,0.0,271.7462788391113,68.14754635095596,95.68180233240128,60.80956551053445,128.43485517492996,13.505522977273923
5,600.0,0.0,276.27733917236327,64.58307267725468,94.56704443693161,71.70604740933273,133.5199164974619,49.99999835582282
6,700.0,0.0,301.71207427978516,68.63291764259338,95.3597069978714,75.04102569419796,137.69552688248748,17.116198286985767
7,800.0,0.0,331.04880020141604,72.28077131509781,95.04653537273407,78.06928947298984,143.96594317729046,19.908919872453282
8,900.0,0.0,338.13877746582034,80.18009984493256,96.6322934627533,72.61251374736665,146.0404775439308,6.809482905330717
9,1000.0,0.0,361.31652114868166,79.58720791339874,97.53517580032349,58.040876516041045,148.37046610727862,14.741627466682306
10,1100.0,0.0,472.6434127807617,86.24099677801132,97.91620570421219,80.07954877532781,150.66738467912546,8.84529578363714
11,1200.0,0.0,464.70045318603513,84.21366882324219,95.5298587679863,74.980919330937,153.14811888994228,8.481757124680303
12,1300.0,0.0,447.54025115966795,85.05925673246384,96.62204486131668,62.359675425651666,155.67988768543458,6.222276750737232
13,1400.0,0.0,525.0663409423828,89.7404260635376,97.06427109241486,74.19226591111891,157.88535424541053,7.7132508038656775
14,1500.0,0.0,437.5398516845703,79.57694923877716,94.27015775442123,71.63317994621036,161.0883081463579,6.537612450902177
15,1600.0,0.0,460.51588256835936,85.97818696498871,97.80584943294525,66.45678413222369,163.5345196471117,16.441135851346363
16,1700.0,0.0,591.5774624633789,90.72073966264725,97.35789978504181,85.38010346473213,165.11183469671334,5.647835991060528
17,1800.0,0.0,552.2128674316406,91.85416036844254,97.2506794333458,72.31771953687245,166.78226235777092,6.042724215521726
18,1900.0,0.0,584.4852230834961,89.18114867806435,97.69268441200256,60.981711784189784,169.20973432380987,10.969106466374797
19,2000.0,0.0,623.2830078125,93.14667177200317,97.39457374811172,74.51546082867691,170.48756226404726,16.057171840492618
20,2100.0,0.0,643.73224609375,94.63546741008759,98.67601746320724,71.19316538019247,171.60232145092291,5.110908262642158
21,2200.0,0.0,632.1848794555664,89.98990160226822,97.80457103252411,71.35234093652855,173.81806863790484,4.201770744665905
22,2300.0,0.0,684.2211157226562,94.2233806848526,98.3206158876419,70.88131918782693,175.50430008825487,4.780295794065889
23,2400.0,0.0,589.3844296264648,88.95844954252243,96.74656540155411,65.99013414396174,177.71377075024768,11.653487784541472
24,2500.0,0.0,642.5625701904297,91.74106073379517,97.4308671951294,67.29838828580442,179.56723063946154,34.09079956447358
25,2600.0,0.0,731.3908288574219,94.73367244005203,98.29541575908661,66.97565705488223,180.79408517400373,13.444222385566436
26,2700.0,0.0,621.2722988891602,89.53934025764465,97.45269864797592,78.35175457856369,183.60643582919488,11.567013828371424
27,2800.0,0.0,695.7282241821289,91.09599947929382,98.22454708814621,80.01033448776843,186.60583266543435,9.944967560031307
28,2900.0,0.0,741.4449163818359,93.58444207906723,97.9058273434639,81.26916247651707,188.12832554909917,22.7908199882309
29,3000.0,0.0,682.5544915771484,95.5305603146553,97.5229429602623,81.18900813287948,189.38028042957475,14.992452262416966
30,3100.0,0.0,726.9964630126954,95.08494925498962,98.70081233978271,67.117624920013,190.41189550356472,8.640338950768113
31,3200.0,0.0,869.8645947265625,97.29237997531891,98.96062690019608,85.63534956608113,191.23575836833967,11.072726862074092
32,3300.0,0.0,813.34275390625,94.77871209383011,97.31368970870972,82.65237957244686,192.64681178812393,6.455245650280124
33,3400.0,0.0,758.6105041503906,95.6134380698204,98.67568212747574,70.15781811464473,193.9114913422461,4.799413156356195
34,3500.0,0.0,818.8311309814453,96.6693332195282,98.40539687871933,85.4281386561929,194.88182684840257,15.229881402833707
35,3600.0,0.0,760.0103704833984,90.20470833778381,96.79571950435638,78.86980398335308,198.25640990231287,6.143227998693008
36,3700.0,0.0,741.7382434082032,94.1997898221016,98.87307357788086,77.33824023206601,199.78670219906135,9.206699810708662
37,3800.0,0.0,841.2039660644531,96.40441435575485,98.79092425107956,90.53717047134006,200.88084156207103,3.0980109478085978
38,3900.0,0.0,801.3303088378906,96.43549013137817,98.18642473220825,77.06534404359205,202.01107037688362,4.543086934927336
39,4000.0,0.0,824.8103381347656,95.41123676300049,98.9198734164238,71.10102272336024,203.72744130314683,10.373388533602254
40,4100.0,0.0,800.366655883789,96.76778393983841,98.73810613155365,82.79534388566485,204.7533368070879,9.043641852846998
41,4200.0,0.0,839.3295745849609,97.4394525885582,99.43645602464676,81.3280062162806,205.54486584051386,7.075032651167938
42,4300.0,0.0,922.7816979980469,95.22526890039444,98.77620929479599,83.58294648146337,207.1593675697135,2.91749521068766
43,4400.0,0.0,915.9745867919922,96.71505182981491,99.16881501674652,81.21907066229201,208.36061374140772,2.771786111861107
44,4500.0,0.0,826.1793133544921,92.62724602222443,98.27414864301682,77.89981059223223,210.65874438949965,6.765950055309916
45,4600.0,0.0,884.2856713867187,94.90672558546066,98.11870235204697,79.76114250965772,211.9648659286784,16.515953444321998
46,4700.0,0.0,947.5046807861328,97.2318274974823,99.12173825502396,79.38844025594011,212.88571227076773,3.7776988050063762
47,4800.0,0.0,822.8189739990235,92.68768399953842,98.16534841060638,90.50256630261234,216.23644137401925,18.92227144796354
48,4900.0,0.0,905.5524932861329,94.59338921308517,99.07042294740677,88.77268975710265,219.00303964371977,11.971482395129488
49,5000.0,0.0,963.2650476074218,96.65905267000198,99.16729497909546,89.29034414071401,219.83489501142668,11.20115136921063
50,5100.0,0.0,878.4328680419922,96.90985935926437,98.37707376480103,90.00268930834574,221.034890417675,8.351996647128965
51,5200.0,0.0,947.7229797363282,97.10620814561844,99.33239954710007,80.28397745736615,221.81749956390482,5.780431900156363
52,5300.0,0.0,1074.4516094970704,98.40152132511139,99.21746999025345,93.20766748795295,222.53663227044677,6.6831869389858785
53,5400.0,0.0,1006.176240234375,95.7599019408226,97.51886975765228,89.08739257415617,224.15505283273114,9.153897639206894
54,5500.0,0.0,945.9565325927734,96.94318437576294,99.05117797851562,85.22578259113561,225.29538430765473,3.9362152611550663
55,5600.0,0.0,997.8834051513672,97.18398022651672,98.88242238759995,94.95823312211644,226.24265673731196,6.9774617266996035
56,5700.0,0.0,968.6525939941406,92.82748645544052,97.91883540153503,87.49202985277738,229.68887602161973,5.793548841498492
57,5800.0,0.0,925.7617828369141,97.1497192978859,99.41615670919418,86.51229267755807,230.65239703279727,5.649737379790322
58,5900.0,0.0,998.4066467285156,97.73694270849228,99.43823140859604,95.93559303486214,231.35511752395382,1.7987476953116985
59,6000.0,0.0,989.2732745361328,97.44291800260544,98.85640358924866,87.84225596346342,232.31307204084987,5.9027357460165
60,6100.0,0.0,981.2831915283203,96.72681206464767,98.8557431101799,84.8710369583922,233.56305814805924,6.763518388044823
61,6200.0,0.0,942.8448516845704,97.53837549686432,99.1537099480629,90.56250003418877,234.3873379682766,5.009985285480958
62,6300.0,0.0,997.8903289794922,98.15286922454834,99.69014489650726,89.90909869709262,235.04717447897187,2.8360217303881914
63,6400.0,0.0,1101.7329290771484,96.90408033132553,99.36550575494766,90.89543950018002,236.3802807707498,5.161803881984462
64,6500.0,0.0,1055.637876586914,97.96708327531815,99.61758428812027,89.95717860660048,237.2219989399535,7.256298769983805
65,6600.0,0.0,989.1146783447266,95.2085309624672,98.96890437602997,88.15364837504728,238.99641764835863,8.34884753758587
66,6700.0,0.0,1079.2427697753906,96.35420936346054,98.81195330619812,86.01332082390746,240.08388458547714,22.58252423429319
67,6800.0,0.0,1102.4708673095704,98.03068101406097,99.57511901855469,88.56038206845352,240.81655795908236,1.9392070409227606
68,6900.0,0.0,962.1588000488281,94.7419496178627,98.96289259195328,94.63210141441978,243.88553476955215,9.583696976179267
69,7000.0,0.0,1094.892813720703,96.05021351575851,99.41846823692322,93.60428826195415,246.6079331308842,5.838773181201481
70,7100.0,0.0,1158.4483032226562,97.04792684316635,99.02853584289551,94.00990596023654,247.67066487198474,16.418634029926675
71,7200.0,0.0,1042.9620654296875,96.75634241104126,98.9454380273819,94.2386521827327,248.79059801282963,4.426712259960795
72,7300.0,0.0,1100.404384765625,97.6276261806488,99.68029308319092,89.13595408479127,249.4927473047189,4.16102883546754
73,7400.0,0.0,1180.683182373047,98.19713300466537,99.51015651226044,96.63292924032146,250.20619291861456,5.114649941190008
74,7500.0,0.0,1112.8349383544921,97.05372196435928,97.71827900409698,94.60088357332192,251.49948808804737,10.349130152341111
75,7600.0,0.0,1101.7041705322265,97.42122626304626,99.43824994564056,94.01550792188756,252.62075469224325,5.4685449908125054
76,7700.0,0.0,1090.5011901855469,98.40883702039719,99.18974286317825,97.38207575690501,253.31570543960976,5.865680391963527
77,7800.0,0.0,1133.6343627929687,93.77780795097351,98.45508050918579,92.98115770069263,256.6153503964428,7.422614050872326
78,7900.0,0.0,1053.5768505859376,97.17421740293503,99.60368204116821,92.33869400742019,257.5324332061272,9.450146310002118
79,8000.0,0.0,1137.8055743408204,97.85899126529694,99.57258176803589,97.728730465031,258.2768140473319,5.504597586455613
80,8100.0,0.0,1158.5387176513673,97.97369313240051,99.20253503322601,92.93241695122998,259.1492244699412,3.7140539114513405
81,8200.0,0.0,1155.2798638916015,96.83793640136719,99.46434372663498,89.50255334471836,260.29502898795056,7.462909338509687
82,8300.0,0.0,1040.008003540039,97.8948005437851,99.50509262084961,95.05474704641,261.15470452742716,3.75798736651969
83,8400.0,0.0,1096.9358752441406,98.22349059581757,99.6988782286644,94.09169229587816,261.7568409226734,5.690920907056027
84,8500.0,0.0,1246.2973681640624,97.68008190393448,99.58756762742996,94.48744191830096,262.7398661900606,4.021832080631894
85,8600.0,0.0,1179.271483154297,97.95291376113892,99.73099112510681,94.2117740737453,263.6465689725101,4.845375720523013
86,8700.0,0.0,1123.4103845214843,95.57763475179672,99.30021315813065,92.22130346158401,265.4325547756006,4.855468468213228
87,8800.0,0.0,1218.0793530273438,96.39773505926132,98.85469186306,91.04095829474423,266.5431461956818,24.643983016159847
88,8900.0,0.0,1217.4717907714844,98.38902568817139,99.67031943798065,93.0140718790949,267.1148792846882,2.933942692037531
89,9000.0,0.0,1047.8189385986327,94.97544437646866,98.91484749317169,97.08863636639235,270.46935244428806,17.91152682046843
90,9100.0,0.0,1173.943780517578,96.09158170223236,99.53205591440201,96.21958082641144,272.9159245016674,5.175891633216193
91,9200.0,0.0,1186.5881805419922,97.46334207057953,99.46922075748444,96.18212936337684,273.67910995186213,12.962103331679819
92,9300.0,0.0,1127.6396612548829,97.58247250318527,98.93805807828903,96.77929607355574,274.7372053326446,5.77216158560763
93,9400.0,0.0,1228.6501586914062,97.68120950460434,99.75297391414642,93.70192008903634,275.2999936368099,7.411000475202535
94,9500.0,0.0,1249.5695153808595,98.80775362253189,99.55821388959885,97.74978598996603,275.8713050003208,4.211679120848491
95,9600.0,0.0,1221.7566827392577,97.4597994685173,98.01682847738266,95.67000406326274,277.259227820357,5.590120854008534
96,9700.0,0.0,1203.2802325439452,97.96354633569717,99.56086611747742,95.37952852858801,278.28848822317156,3.5297927464125722
97,9800.0,0.0,1204.3038616943359,98.66069865226746,99.40449094772339,98.41774276280705,278.76873691013617,8.523212852770843
98,9900.0,0.0,1258.5607342529297,94.13419437408447,98.81993126869202,93.70557422335465,281.73120435084627,6.372658713903802
99,10000.0,0.0,1151.3120281982422,97.46829921007156,99.71601003408432,95.19595925367385,282.71449165269615,4.590160517790371
100,10100.0,0.0,1205.9478369140625,98.46515971422195,99.68562644720078,98.46049180662556,283.35682881876477,1.711553574028216
101,10200.0,0.0,1212.746768798828,98.22356075048447,99.3421294093132,94.41614272149289,283.99397132548097,3.279691966976468
102,10300.0,0.0,1198.7465161132814,97.3943841457367,99.17146635055542,92.33481917571171,285.04589077321526,7.80131348663842
103,10400.0,0.0,1131.7215911865235,98.02208352088928,99.63361918926239,97.04601553804872,285.6521310242261,3.691253382784981
104,10500.0,0.0,1173.4876428222656,98.62576097249985,99.79496479034424,96.66201599820249,286.0237384795252,2.520740202873383
105,10600.0,0.0,1340.7291381835937,98.16716212034225,99.67543113231659,96.37832958550729,286.7845216498811,2.640016620047505
106,10700.0,0.0,1267.3664953613281,98.62502008676529,99.80363321304321,95.05359971127936,287.3798385701099,3.361357897693684
107,10800.0,0.0,1238.2105346679687,96.16175019741058,99.50237637758255,94.43514742284643,288.9687421670037,4.115623939687651
108,10900.0,0.0,1319.2293383789063,96.64714670181274,99.0799269080162,94.50298749805397,289.9758375390258,28.277967023312353
109,11000.0,0.0,1291.4255065917969,97.97333866357803,99.71036374568939,94.98959297545012,290.6756153811333,5.306278017042582
110,11100.0,0.0,1141.5546606445312,95.39508926868439,99.27758544683456,97.48359517056538,293.38279453379613,12.387239104758185
111,11200.0,0.0,1295.1358081054686,96.55124711990356,99.64204734563828,97.07996097424503,295.5660795175809,3.654359503626152
112,11300.0,0.0,1314.6475244140624,98.00037038326263,99.72095912694931,97.28087527797153,296.23613858170586,9.26054805507968
113,11400.0,0.0,1277.2694885253907,97.71958476305008,99.15118569135666,97.29740751350006,297.12001287941575,5.300909415490092
114,11500.0,0.0,1349.5950354003905,98.18779289722443,99.82288801670074,95.32781365699984,297.65604377066455,2.828780841915919
115,11600.0,0.0,1319.8345703125,99.01898270845413,99.79755938053131,98.45082586147787,298.08896100063464,4.827649124689923
116,11700.0,0.0,1335.58794921875,97.72830027341843,98.37966066598892,97.34197615240365,299.37760626302975,9.948297107260151
117,11800.0,0.0,1311.957774658203,98.2085952758789,99.65066915750504,97.2989643240551,300.11158930451643,3.1030364379764275
118,11900.0,0.0,1312.6079400634765,98.77966928482056,99.46928638219833,98.71854481650351,300.53205994650335,2.833552218136259
119,12000.0,0.0,1422.4320458984375,94.95955920219421,98.98532903194427,95.13492613526103,303.15525804450044,4.666772387794567
120,12100.0,0.0,1273.6554150390625,98.0800604224205,99.79684072732925,96.72240076354743,303.84161335112304,3.45243339906443
121,12200.0,0.0,1311.4133911132812,99.13600450754166,99.76696091890335,98.72033303757178,304.26847350240286,1.860515663058823
122,12300.0,0.0,1342.8213342285155,98.17011374235153,99.50748282670975,96.02284485260218,304.8231308951912,4.4883602239684075
123,12400.0,0.0,1309.24689453125,97.80161833763123,99.32011222839355,94.24646766834672,305.83529011908695,5.240787267077997
124,12500.0,0.0,1185.2772344970704,98.11818504333496,99.68064349889755,96.91615378549892,306.64357041698656,3.112258307327127
125,12600.0,0.0,1270.231531982422,98.56904911994934,99.86100399494171,97.7813749901473,307.0269388728706,1.9544968213822034
126,12700.0,0.0,1435.1873657226563,98.48200124502182,99.72154623270035,97.82042890887443,307.76592181868784,3.2991249463895205
127,12800.0,0.0,1391.04845703125,98.7306467294693,99.81825935840607,95.8116391244535,308.29618270551475,3.2559063536105195
128,12900.0,0.0,1350.3534155273437,96.7761218547821,99.51869654655457,96.06923837405604,309.4594718960388,4.27765372888675
129,13000.0,0.0,1467.7808312988282,97.60157990455627,99.45130658149719,95.50689733062305,310.2255900205086,19.419113854723054
130,13100.0,0.0,1448.2533422851564,98.35149437189102,99.8257811665535,95.8678566208204,310.89064125469406,5.681917092775199
131,13200.0,0.0,1267.0801293945312,95.90688645839691,99.36848318576813,98.37749470175824,313.3808427892832,11.16758092772347
132,13300.0,0.0,1426.6565576171874,96.8684846162796,99.67469251155853,97.30330942633098,315.27895714555814,7.7392481460069185
133,13400.0,0.0,1448.6854858398438,98.1277642250061,99.65915495157242,97.73430298038987,316.03662881329564,5.9777192045664895
134,13500.0,0.0,1314.4262145996095,98.26335120201111,99.40821838378906,98.28718331788535,316.67083439125537,6.120604067419408
135,13600.0,0.0,1372.6865893554686,98.35274124145508,99.84863895177841,95.49368729972218,317.16509579398314,1.573633883002992
136,13700.0,0.0,1413.8254797363281,99.26006978750229,99.81550258398056,99.06204605847401,317.57211645856535,3.5670071063037216
137,13800.0,0.0,1422.700692138672,98.25953584909439,98.65153920650482,97.03932222531776,318.6842790016963,6.67098633846153
138,13900.0,0.0,1402.3737463378907,98.44545578956604,99.77982425689697,97.0279525421075,319.31627236504437,2.294811787372169
139,14000.0,0.0,1410.5616760253906,98.92704409360886,99.50559455156326,98.51722338526872,319.9051340418906,0.9555747940348086
140,14100.0,0.0,1519.0345703125,95.4229434132576,99.12803536653519,96.1990589622719,322.17775582861634,4.327564619887572
141,14200.0,0.0,1386.192137451172,98.51307159662247,99.82302260398865,96.89140273101332,322.7698611312644,6.716202657799217
142,14300.0,0.0,1441.5592565917968,99.05665522813797,99.8476111292839,99.44100296843811,323.1583446299314,0.3240931015982693
143,14400.0,0.0,1432.5135900878906,98.51209616661072,99.59836274385452,96.30487877263373,323.7177430399902,3.289289263449844
144,14500.0,0.0,1470.5833947753906,97.70273917913437,99.57876199483871,95.64208770968885,324.6743306366799,5.272636970531756
145,14600.0,0.0,1350.2834411621093,98.50866997241974,99.70195454359055,97.73387920797754,325.25180073561745,1.8988953925952314
146,14700.0,0.0,1423.0628369140625,98.7666563987732,99.80934923887253,97.91885950687916,325.6764151793322,3.698680009736348
147,14800.0,0.0,1536.298338623047,98.15939617156982,99.77472400665283,98.4069906958298,326.5016802369626,3.172182752664942
148,14900.0,0.0,1512.1636743164063,98.38688439130783,99.83928805589676,96.80328025472969,327.141938275853,4.106778922223109
149,15000.0,0.0,1458.3310021972657,97.22130215167999,99.42652970552444,95.72268538808481,328.1696584990622,3.6184297925043234
150,15100.0,0.0,1557.5638708496094,97.50898945331573,99.27363234758377,96.61174673259531,329.0810806626536,11.968481685716648
151,15200.0,0.0,1481.7727844238282,98.70213621854782,99.82785505056381,96.19324044466104,329.60396700477315,3.1988997790397895
152,15300.0,0.0,1372.4451989746094,96.66855525970459,99.38929241895676,98.90136479911158,331.3802489887769,7.3308281768967865
153,15400.0,0.0,1513.1590002441405,97.49946755170822,99.7458678483963,97.1348658143221,332.8468433532745,6.277635824501729
154,15500.0,0.0,1571.7519213867188,98.30742156505585,99.81538289785385,98.0114713793877,333.610847156469,7.679061163594079
155,15600.0,0.0,1481.4700329589843,98.33906686306,99.29615616798401,98.19970561450481,334.2199578901306,4.445071502810818
156,15700.0,0.0,1543.6326940917968,98.16178506612778,99.88739746809006,97.1409382945828,334.64543755604046,6.1612576331418625
157,15800.0,0.0,1528.0691467285155,98.8168335556984,99.82582485675812,98.92245804785624,335.23825633296195,3.6154671748954796
158,15900.0,0.0,1553.8456188964844,98.50382947921753,99.0718731880188,98.07670036499357,336.2884516406478,10.665398402486906
159,16000.0,0.0,1543.577646484375,98.48291087150574,99.68004769086838,97.90517217121165,336.9832021719038,4.097838090951883
160,16100.0,0.002,657.6541989135742,98.26417273283005,99.51331359148026,98.79967737692928,336.34374347584384,8.994242355903735
161,16200.0,0.002,480.6381088256836,95.37320095300674,99.01264941692352,95.7982286184836,337.5951825770146,4.9979894204470945
162,16300.0,0.002,307.60207962036134,97.74818241596222,99.74423944950104,96.78193102314805,338.0698534306503,4.611533158639885
163,16400.0,0.002,274.9502926635742,98.41754859685898,99.79990988969803,98.59792362630436,338.58172495007454,5.437134185451793
164,16500.0,0.002,252.0558447265625,98.00212728977203,99.44169503450394,95.79735793149604,339.1441754527576,4.6462403728039074
165,16600.0,0.002,241.8045588684082,97.75960904359818,99.6315233707428,95.38990988998995,340.14222971359607,3.500033502302974
166,16700.0,0.002,214.30352081298827,98.61178839206696,99.69881093502045,97.9290977497683,340.5398983618131,1.1690717831626019
167,16800.0,0.002,195.16371322631835,98.63908052444458,99.72462975978851,97.76923689239865,340.8525794291124,4.44743706065196
168,16900.0,0.002,218.53882537841798,98.4199138879776,99.79307150840759,98.37863394110413,341.6415568174763,1.6078863018025382
169,17000.0,0.002,190.665350189209,98.67091596126556,99.82849377393723,96.6843676950612,342.2047585976673,3.5530835877882048
170,17100.0,0.002,225.85808685302734,96.54353773593903,99.52715063095093,95.95717625298896,342.970220991241,3.083933200464929
171,17200.0,0.002,208.05721130371094,97.45970815420151,99.46641367673874,96.47470402950253,343.8046798346941,16.790218156116893
172,17300.0,0.002,191.99165786743163,98.51335799694061,99.84473431110382,96.5184920897783,344.292961546136,1.4004175013886384
173,17400.0,0.002,208.31813247680665,96.98373401165009,99.40354007482529,98.75402942469385,345.92140467790756,3.911535836940552
174,17500.0,0.002,212.95051956176758,97.62422293424606,99.7786894440651,97.95581605478847,347.45052896534605,3.880014913281213
175,17600.0,0.002,180.0178128051758,98.73917508125305,99.77461129426956,98.40442769872827,347.88617163623644,4.573258806407729
176,17700.0,0.002,189.69251678466796,98.4191500544548,99.30900603532791,98.13087389852751,348.5974831475692,1.8056529908817285
177,17800.0,0.002,180.67282455444337,98.36624675989151,99.85243666172028,96.48452938634232,349.01883923671636,3.520937314113543
178,17900.0,0.002,163.25718338012695,99.35842072963715,99.78151178359985,98.85904676634135,349.3363248134838,3.4667304437653628
179,18000.0,0.002,181.05680786132814,98.32080006599426,98.68183368444443,97.83396645090853,350.45084164515185,3.3945447345003603
180,18100.0,0.004,151.05748474121094,98.24843227863312,99.64483827352524,97.58319782436163,351.18956384099346,1.8296112545242498
181,18200.0,0.004,128.33325149536134,98.66783064603806,99.45621263980865,98.68740728572777,351.6805093929357,2.4907849894549807
182,18300.0,0.004,161.85991523742675,95.82153582572937,99.25813001394272,96.67399888448867,353.8666545331726,5.040469891281154
183,18400.0,0.004,122.9471314239502,98.24524885416031,99.75239098072052,97.07205219481595,354.49009536629194,5.989246043769562
184,18500.0,0.004,119.33782829284668,98.86017680168152,99.8525983095169,99.00070627664876,354.8658171868195,4.010812387977854
185,18600.0,0.004,117.03894477844239,98.0365948677063,99.37794452905655,95.67308435665201,355.63795249054243,4.853740317630852
186,18700.0,0.004,117.12955596923828,97.88827276229858,99.70367383956909,95.90507459077381,356.70932147313766,4.7675388683404005
187,18800.0,0.004,108.287250289917,98.71819508075714,99.70864474773407,97.94731754718511,357.2123099616278,2.4747684261474303
188,18900.0,0.004,104.0289443206787,98.54986345767975,99.7618111371994,97.96399157913628,357.61917939074556,2.7248580558618047
189,19000.0,0.004,110.86323013305665,98.65280902385712,99.78076606988907,97.84571650031425,358.50593742128166,2.5871104853930422
190,19100.0,0.004,110.2083203125,98.40753769874573,99.88084757328033,95.96843947432427,359.2491213766364,5.097998596193404
191,19200.0,0.004,121.14053611755371,96.78786736726761,99.5281212925911,95.58556718047164,360.11704098955045,4.61792548690713
192,19300.0,0.004,113.80815216064452,97.65485697984695,99.51266354322433,96.35395837697958,361.0087074490828,10.561136294710202
193,19400.0,0.004,103.32412254333497,98.61405569314957,99.88602793216705,96.3845748473859,361.43390160270553,3.3316336208861617
194,19500.0,0.004,113.94392120361329,97.45335710048676,99.32253682613373,98.4147166294444,363.06206323856935,6.744154507468055
195,19600.0,0.004,116.97683631896973,97.7010029554367,99.75730836391449,97.79187650326483,364.52990068983115,8.410550728232986
196,19700.0,0.004,110.24540817260743,98.2367531657219,99.80985468626022,97.7374202903789,365.367951999896,2.465929024275289
197,19800.0,0.004,115.11911476135253,97.87412571907043,99.27914583683014,97.844556519661,366.18488889646454,2.922913316376333
198,19900.0,0.004,104.85532890319824,98.39087063074112,99.89936190843582,97.35108013211362,366.7637540540769,3.6990441803816094
199,20000.0,0.004,98.67649551391601,99.17774736881256,99.78621506690979,98.53560030710884,367.10440118433115,3.6819418044391132
200,20100.0,0.006,100.75668724060058,98.09538930654526,99.07882672548294,97.61503326564552,368.1603499842269,4.97333305273656
201,20200.0,0.006,93.78869293212891,98.41715359687805,99.7121512889862,97.43798041630205,368.84453343565104,4.081519442484697
202,20300.0,0.006,87.89383590698242,98.5713529586792,99.5431380867958,98.3500445928628,369.3937394684287,6.2247935552344895
203,20400.0,0.006,106.00090042114257,95.7409371137619,99.23418992757797,96.59592930201063,371.6443353227922,7.634397539991565
204,20500.0,0.006,86.10899612426758,98.34447640180588,99.7754510641098,97.466363687845,372.3415745200939,6.074427580218742
205,20600.0,0.006,84.49850616455078,99.0503362417221,99.83946239948273,98.7809744903579,372.74393158183705,1.3348786815087785
206,20700.0,0.006,82.86245918273926,98.3746247291565,99.56106042861938,96.73431271852841,373.26964818567615,2.4899162163231514
207,20800.0,0.006,84.62543022155762,97.57705336809158,99.54590040445328,96.2051505966635,374.5634060657571,4.187684030482006
208,20900.0,0.006,80.94771278381347,98.53762328624725,99.66395145654678,98.46380697140988,375.0987571382453,5.959505731876259
209,21000.0,0.006,77.55714866638183,98.43587327003479,99.85933881998062,97.52481506769014,375.5251282675378,4.8344861546111995
210,21100.0,0.006,82.8059741973877,98.62416565418243,99.75802230834961,98.2278720234291,376.3533766848931,2.515398657410724
211,21200.0,0.006,78.90877899169922,98.70687514543533,99.87762516736984,97.11152624518184,376.8850333252453,1.2651295475975295
